2025-10-11 11:35:29 EEST | INFO     | 
================================================================================
2025-10-11 11:35:29 EEST | INFO     | 🔍 АНАЛИЗ: ADAUSDT | Режим: SQUEEZE | Bias: bearish
2025-10-11 11:35:29 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:29 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ RSI/Stoch MR → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: CVD Divergence (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ CVD Divergence → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Time-of-Day (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Time-of-Day → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-11 11:35:29 EEST | INFO     | 📈 Итого: проверено 15, пропущено 1, сигналов 0
2025-10-11 11:35:29 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-11 11:35:29 EEST | INFO     | 
================================================================================
2025-10-11 11:35:29 EEST | INFO     | 🔍 АНАЛИЗ: XMRUSDT | Режим: SQUEEZE | Bias: neutral
2025-10-11 11:35:29 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:29 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:29 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:29 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ RSI/Stoch MR → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: CVD Divergence (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ CVD Divergence → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Time-of-Day (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Time-of-Day → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-11 11:35:30 EEST | INFO     | 📈 Итого: проверено 15, пропущено 1, сигналов 0
2025-10-11 11:35:30 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-11 11:35:30 EEST | INFO     | 
================================================================================
2025-10-11 11:35:30 EEST | INFO     | 🔍 АНАЛИЗ: DASHUSDT | Режим: SQUEEZE | Bias: bullish
2025-10-11 11:35:30 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:30 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ RSI/Stoch MR → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: CVD Divergence (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ CVD Divergence → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Time-of-Day (15m)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Time-of-Day → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-11 11:35:30 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-11 11:35:30 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-11 11:35:30 EEST | INFO     | 📈 Итого: проверено 15, пропущено 1, сигналов 0
2025-10-11 11:35:30 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-11 11:35:31 EEST | INFO     | 
================================================================================
2025-10-11 11:35:31 EEST | INFO     | 🔍 АНАЛИЗ: ZECUSDT | Режим: SQUEEZE | Bias: bullish
2025-10-11 11:35:31 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:31 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ RSI/Stoch MR → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: CVD Divergence (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ CVD Divergence → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Time-of-Day (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Time-of-Day → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-11 11:35:31 EEST | INFO     | 📈 Итого: проверено 15, пропущено 1, сигналов 0
2025-10-11 11:35:31 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-11 11:35:31 EEST | INFO     | 
================================================================================
2025-10-11 11:35:31 EEST | INFO     | 🔍 АНАЛИЗ: XTZUSDT | Режим: SQUEEZE | Bias: bearish
2025-10-11 11:35:31 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:31 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:31 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:31 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ RSI/Stoch MR → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: CVD Divergence (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ CVD Divergence → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Time-of-Day (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Time-of-Day → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-11 11:35:32 EEST | INFO     | 📈 Итого: проверено 15, пропущено 1, сигналов 0
2025-10-11 11:35:32 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-11 11:35:32 EEST | INFO     | 
================================================================================
2025-10-11 11:35:32 EEST | INFO     | 🔍 АНАЛИЗ: BNBUSDT | Режим: SQUEEZE | Bias: neutral
2025-10-11 11:35:32 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Donchian Breakout (1h)
2025-10-11 11:35:32 EEST | DEBUG    |     ❌ Режим SQUEEZE, требуется TREND
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Donchian Breakout → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Squeeze Breakout (1h)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Squeeze Breakout → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: ORB/IRB (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ ORB/IRB → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (1h)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: ATR Momentum (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ ATR Momentum → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: VWAP Mean Reversion (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ VWAP Mean Reversion → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Range Fade (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Range Fade → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-11 11:35:32 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-11 11:35:32 EEST | DEBUG    |   🔍 Проверка: RSI/Stoch MR (15m)
